% Title : UCI Skin Segmentation.
% 
% Rob Lyon (robert.lyon@cs.man.ac.uk)

@RELATION SkinSegmentation

@ATTRIBUTE B	NUMERIC
@ATTRIBUTE G	NUMERIC
@ATTRIBUTE R	NUMERIC
@ATTRIBUTE class		{0,1}

@DATA
185,188,139,0
187,185,144,0
185,183,142,0
183,181,140,0
184,182,141,0
186,184,143,0
186,184,143,0
185,184,140,0
183,182,138,0
238,200,165,0
238,200,165,0
238,200,165,0
238,200,165,0
237,199,164,0
184,184,136,0
185,185,137,0
185,186,136,0
155,154,104,0
155,152,101,0
153,149,100,0
150,147,96,0
150,147,96,0
152,149,98,0
155,152,101,0
157,154,103,0
153,150,99,0
158,155,104,0
153,150,99,0
159,157,103,0
156,153,102,0
164,162,108,0
153,151,97,0
69,68,24,0
48,46,22,0
41,40,26,0
38,38,26,0
9,10,0,0
8,10,4,0
0,2,0,0
0,3,1,0
2,7,5,0
2,7,5,0
0,5,0,0
0,3,0,0
7,11,0,0
13,15,3,0
12,13,0,0
15,15,0,0
27,28,12,0
0,3,0,0
1,4,2,0
4,5,3,0
0,1,1,0
2,1,3,0
3,4,8,0
2,2,8,0
0,0,4,0
2,1,10,0
6,6,12,0
6,7,11,0
1,3,4,0
0,0,0,0
0,2,0,0
1,4,2,0
0,4,0,0
3,4,0,0
4,4,0,0
4,4,0,0
7,8,0,0
12,13,3,0
18,20,8,0
23,25,13,0
26,28,16,0
29,31,19,0
12,13,3,0
2,3,0,0
4,3,0,0
3,1,0,0
5,3,3,0
8,5,7,0
8,6,6,0
14,13,9,0
12,12,6,0
13,13,7,0
14,14,8,0
11,11,5,0
4,4,0,0
2,1,0,0
2,0,0,0
3,1,0,0
3,1,0,0
5,4,0,0
9,10,1,0
16,18,6,0
28,31,15,0
40,45,24,0
49,53,34,0
49,50,40,0
29,29,23,0
3,3,0,0
6,7,0,0
12,13,3,0
5,5,0,0
5,6,0,0
11,11,0,0
19,21,0,0
46,47,21,0
67,69,39,0
70,73,41,0
71,73,37,0
74,77,38,0
71,74,35,0
62,66,25,0
63,64,25,0
63,64,25,0
62,63,24,0
62,63,24,0
61,62,22,0
61,62,22,0
60,61,21,0
60,61,21,0
62,62,22,0
60,61,21,0
60,61,21,0
59,60,20,0
59,60,20,0
58,59,19,0
58,59,19,0
57,58,18,0
57,58,18,0
57,58,18,0
57,58,18,0
56,57,17,0
56,57,18,0
55,56,17,0
55,55,19,0
54,54,18,0
53,53,17,0
53,53,17,0
52,51,17,0
51,50,16,0
50,49,15,0
50,49,15,0
49,47,16,0
47,48,16,0
47,48,14,0
45,49,14,0
44,48,13,0
44,48,13,0
43,47,12,0
42,46,11,0
41,45,10,0
41,45,10,0
42,45,13,0
41,44,12,0
41,44,12,0
40,43,11,0
39,42,10,0
38,41,9,0
38,41,9,0
37,39,9,0
36,38,9,0
36,37,11,0
35,36,10,0
35,36,10,0
34,35,9,0
34,35,9,0
33,34,8,0
33,34,8,0
34,36,7,0
33,35,6,0
34,33,5,0
31,33,4,0
37,37,7,0
45,47,17,0
61,61,31,0
71,72,38,0
66,67,27,0
64,65,23,0
59,60,18,0
56,57,15,0
53,54,12,0
52,53,11,0
51,51,11,0
51,51,11,0
53,53,13,0
53,53,13,0
53,53,13,0
54,54,14,0
54,54,14,0
54,54,14,0
54,54,14,0
54,54,14,0
51,53,11,0
51,53,11,0
52,53,13,0
53,54,14,0
53,54,15,0
52,53,14,0
52,52,16,0
51,51,15,0
54,53,19,0
48,47,13,0
41,39,8,0
37,35,4,0
37,35,5,0
39,37,7,0
39,36,8,0
38,35,7,0
35,35,5,0
34,36,6,0
34,36,6,0
35,37,7,0
37,37,7,0
38,38,8,0
38,38,8,0
39,39,9,0
38,39,7,0
40,41,9,0
39,40,6,0
36,38,2,0
46,47,8,0
43,44,5,0
43,44,4,0
75,76,32,0
93,92,42,0
94,92,38,0
94,92,38,0
93,91,37,0
93,91,37,0
93,91,37,0
93,91,37,0
93,91,37,0
93,91,37,0
92,90,36,0
92,90,36,0
91,89,35,0
91,89,35,0
90,88,34,0
90,88,34,0
90,88,34,0
89,87,33,0
89,87,33,0
88,86,32,0
88,86,32,0
87,85,31,0
86,84,30,0
86,84,30,0
86,84,30,0
86,84,30,0
82,80,26,0
81,79,25,0
85,83,29,0
81,79,25,0
140,138,84,0
182,180,126,0
181,178,127,0
183,179,131,0
183,179,131,0
181,179,131,0
181,179,131,0
181,179,131,0
181,179,131,0
181,179,131,0
180,178,130,0
182,180,132,0
182,180,132,0
180,180,132,0
180,180,132,0
180,180,132,0
180,180,132,0
6,1,70,0
8,0,72,0
5,0,69,0
8,0,72,0
11,2,75,0
7,0,71,0
5,0,69,0
7,0,71,0
7,0,71,0
8,0,71,0
7,0,70,0
6,0,69,0
6,0,69,0
7,0,70,0
8,0,71,0
8,0,71,0
8,0,71,0
2,0,67,0
178,176,128,0
178,176,128,0
179,177,129,0
179,177,129,0
179,177,129,0
179,177,129,0
179,177,129,0
179,177,129,0
14,8,3,0
30,59,43,0
53,100,84,0
38,75,65,0
13,40,30,0
21,37,20,0
15,31,13,0
17,32,18,0
36,59,44,0
35,60,46,0
29,55,42,0
32,56,46,0
12,35,21,0
29,64,44,0
43,80,64,0
23,63,45,0
15,55,30,0
16,42,28,0
5,21,14,0
18,49,42,0
24,66,55,0
23,73,55,0
36,89,62,0
34,69,42,0
31,57,27,0
34,66,35,0
24,49,23,0
10,26,8,0
15,24,11,0
21,25,14,0
13,20,7,0
8,21,7,0
48,65,51,0
54,80,62,0
10,34,16,0
9,25,7,0
23,37,19,0
16,41,21,0
18,55,35,0
39,76,56,0
36,68,51,0
42,80,62,0
40,69,46,0
24,39,12,0
22,34,4,0
19,28,8,0
9,16,1,0
22,48,25,0
36,68,44,0
24,42,25,0
8,18,5,0
11,17,6,0
7,16,6,0
180,178,130,0
197,202,211,0
177,183,190,0
204,208,213,0
228,231,235,0
205,209,214,0
195,198,206,0
201,204,212,0
192,194,202,0
182,185,190,0
184,186,194,0
192,191,201,0
201,200,209,0
174,174,180,0
132,132,138,0
129,128,137,0
186,185,195,0
210,213,221,0
165,169,174,0
138,134,140,0
216,212,218,0
219,220,224,0
81,84,88,0
75,78,82,0
207,206,210,0
251,251,251,0
217,221,222,0
155,158,162,0
127,126,135,0
117,119,127,0
125,127,135,0
125,127,135,0
143,142,151,0
176,174,126,0
176,174,126,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
174,173,123,0
174,173,122,0
174,173,122,0
174,173,122,0
174,173,122,0
174,173,123,0
174,173,123,0
174,173,123,0
174,173,123,0
174,173,123,0
174,173,123,0
174,173,123,0
174,173,123,0
174,173,123,0
174,173,123,0
174,173,123,0
173,172,122,0
173,172,122,0
173,172,122,0
173,172,122,0
173,172,122,0
173,172,122,0
173,172,122,0
173,172,122,0
173,172,122,0
173,172,122,0
173,172,122,0
173,172,122,0
173,172,122,0
172,171,121,0
172,171,121,0
172,171,121,0
172,171,120,0
172,171,120,0
172,171,120,0
172,171,120,0
172,171,121,0
173,172,122,0
174,173,123,0
174,173,123,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
173,171,123,0
173,171,123,0
173,171,123,0
173,171,123,0
172,170,122,0
172,170,122,0
171,169,121,0
171,169,121,0
171,169,121,0
171,169,121,0
172,170,122,0
172,170,122,0
172,170,122,0
172,170,122,0
172,170,122,0
172,170,122,0
172,170,122,0
172,170,122,0
172,170,122,0
255,255,255,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
201,199,164,0
201,199,164,0
201,199,164,0
201,199,164,0
201,199,164,0
201,199,164,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
201,200,162,0
201,200,162,0
201,200,162,0
229,215,85,0
229,215,85,0
228,214,84,0
227,213,83,0
226,212,82,0
229,215,85,0
229,215,85,0
229,215,85,0
229,215,85,0
229,215,85,0
229,215,85,0
229,215,85,0
231,215,85,0
228,213,81,0
230,212,81,0
228,212,82,0
228,212,82,0
198,198,158,0
198,198,158,0
198,198,158,0
197,197,157,0
197,197,157,0
57,56,42,0
57,56,42,0
58,57,43,0
58,56,45,0
58,56,45,0
57,55,45,0
57,55,45,0
57,55,45,0
57,55,45,0
57,54,46,0
57,54,46,0
57,54,46,0
57,54,46,0
54,53,43,0
55,54,44,0
56,56,44,0
57,57,43,0
58,58,44,0
59,60,44,0
184,183,139,0
184,183,139,0
184,183,139,0
184,183,139,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
182,182,136,0
182,182,136,0
182,182,136,0
186,185,141,0
186,185,141,0
186,185,141,0
185,184,140,0
185,184,140,0
185,184,140,0
185,184,140,0
185,184,140,0
239,201,166,0
237,199,164,0
237,199,164,0
238,200,165,0
237,199,164,0
185,185,139,0
185,185,139,0
184,184,138,0
188,186,138,0
179,178,128,0
165,163,115,0
153,152,102,0
147,146,96,0
148,147,97,0
154,153,102,0
158,157,106,0
153,153,99,0
154,154,100,0
155,155,101,0
156,157,101,0
156,156,102,0
156,157,101,0
156,157,101,0
153,153,105,0
59,55,26,0
42,39,18,0
57,55,37,0
8,7,0,0
4,3,0,0
12,12,6,0
2,3,1,0
0,1,1,0
0,0,0,0
0,1,1,0
1,4,2,0
5,7,1,0
11,12,3,0
17,17,5,0
21,20,6,0
23,21,10,0
6,6,0,0
2,3,1,0
3,1,0,0
1,2,0,0
4,2,2,0
3,3,3,0
2,2,2,0
1,1,1,0
5,7,8,0
7,9,9,0
9,11,11,0
8,10,10,0
4,7,5,0
1,4,2,0
0,2,0,0
0,2,0,0
0,1,0,0
2,1,0,0
3,2,0,0
5,5,0,0
11,11,5,0
17,18,9,0
24,25,16,0
28,29,19,0
31,32,22,0
20,21,12,0
8,8,2,0
2,1,0,0
2,0,0,0
3,1,1,0
9,7,7,0
15,13,13,0
8,9,5,0
10,12,6,0
15,15,9,0
14,13,9,0
9,8,4,0
4,2,1,0
2,0,0,0
4,2,1,0
2,0,0,0
2,1,0,0
6,4,0,0
13,12,2,0
24,24,10,0
38,40,21,0
46,48,28,0
49,51,32,0
56,55,45,0
7,5,0,0
4,2,0,0
14,12,4,0
6,4,0,0
7,6,0,0
15,14,4,0
19,19,7,0
20,20,6,0
17,17,0,0
28,29,9,0
55,57,35,0
71,74,48,0
69,73,44,0
64,69,38,0
67,70,38,0
60,61,27,0
63,64,30,0
65,65,29,0
61,61,25,0
60,59,21,0
62,61,23,0
62,62,22,0
61,61,21,0
64,62,22,0
62,62,22,0
62,62,22,0
61,61,21,0
60,59,21,0
60,59,21,0
58,59,20,0
58,59,20,0
55,59,18,0
55,59,18,0
55,59,18,0
54,58,17,0
54,57,18,0
53,56,17,0
53,55,19,0
52,54,18,0
52,54,18,0
52,54,18,0
51,52,18,0
51,52,18,0
50,51,17,0
49,50,16,0
48,49,17,0
48,49,17,0
47,48,14,0
47,49,13,0
47,49,13,0
46,48,12,0
45,46,12,0
45,46,12,0
44,45,11,0
44,45,11,0
44,45,11,0
43,44,10,0
43,44,12,0
42,43,11,0
42,43,11,0
41,42,10,0
41,42,10,0
40,40,10,0
39,38,10,0
39,38,10,0
38,37,9,0
37,36,8,0
37,36,8,0
36,35,7,0
35,34,6,0
35,34,6,0
35,35,5,0
37,38,6,0
35,33,2,0
31,32,0,0
47,47,11,0
67,70,31,0
76,77,37,0
68,70,28,0
73,74,32,0
73,74,30,0
73,74,30,0
72,73,29,0
68,69,25,0
63,64,20,0
57,58,16,0
54,55,13,0
54,55,13,0
53,54,12,0
52,53,11,0
52,53,11,0
53,54,12,0
55,56,14,0
57,58,16,0
58,59,17,0
51,52,10,0
52,53,11,0
53,54,12,0
54,55,13,0
55,55,15,0
55,55,15,0
54,53,15,0
54,52,17,0
54,52,18,0
53,51,17,0
50,47,16,0
43,40,9,0
36,32,3,0
33,29,0,0
36,32,3,0
39,37,7,0
34,34,4,0
36,36,6,0
39,39,9,0
40,40,10,0
0,0,255,0
0,0,255,0
39,40,8,0
40,41,9,0
40,41,9,0
38,39,7,0
39,40,6,0
41,42,8,0
40,42,6,0
39,41,5,0
49,51,15,0
64,65,25,0
92,91,41,0
94,92,38,0
94,92,38,0
94,92,38,0
92,90,36,0
92,90,36,0
93,91,37,0
94,92,38,0
93,91,37,0
93,91,37,0
93,91,37,0
92,90,36,0
92,90,36,0
92,90,36,0
91,89,35,0
91,89,35,0
90,87,36,0
90,87,36,0
89,86,35,0
89,86,35,0
88,85,34,0
88,85,34,0
87,84,33,0
87,84,33,0
84,81,30,0
89,86,35,0
83,80,29,0
94,91,40,0
79,76,25,0
99,96,45,0
178,175,124,0
191,188,137,0
175,171,123,0
193,188,143,0
174,171,126,0
177,174,129,0
191,188,143,0
178,175,130,0
177,174,129,0
181,178,133,0
182,180,132,0
182,180,132,0
180,180,132,0
180,180,132,0
180,180,132,0
180,180,132,0
4,6,90,0
2,6,85,0
0,4,83,0
2,6,85,0
3,7,86,0
0,4,83,0
0,3,82,0
1,5,84,0
0,4,83,0
1,5,83,0
0,4,82,0
0,2,80,0
0,2,80,0
0,2,80,0
0,2,80,0
0,1,79,0
0,1,79,0
0,4,82,0
177,174,129,0
177,174,129,0
177,174,129,0
178,175,130,0
178,175,130,0
178,175,130,0
178,175,130,0
178,175,130,0
0,5,0,0
37,71,60,0
61,96,86,0
26,40,36,0
8,10,4,0
13,19,8,0
5,13,2,0
8,16,9,0
49,61,55,0
56,76,63,0
19,40,25,0
4,13,3,0
10,11,9,0
26,30,25,0
38,45,38,0
14,54,42,0
28,86,68,0
29,52,37,0
9,10,0,0
22,38,27,0
26,64,46,0
9,70,42,0
41,112,79,0
52,103,69,0
24,55,22,0
16,43,17,0
27,46,29,0
29,39,27,0
12,20,10,0
19,22,13,0
17,23,12,0
0,16,1,0
34,53,36,0
62,86,68,0
25,52,32,0
23,45,21,0
25,40,19,0
11,42,27,0
28,69,54,0
32,72,54,0
30,79,57,0
28,68,50,0
8,34,16,0
17,33,9,0
35,49,21,0
17,33,15,0
7,28,13,0
37,76,50,0
63,109,86,0
58,100,83,0
28,67,52,0
25,47,29,0
23,37,19,0
178,176,128,0
235,240,241,0
230,235,238,0
232,237,240,0
231,236,239,0
216,221,224,0
210,215,218,0
219,222,226,0
215,216,220,0
210,211,215,0
210,210,216,0
220,223,228,0
219,222,227,0
208,209,213,0
179,180,184,0
174,172,178,0
208,205,214,0
219,219,225,0
190,195,198,0
168,165,174,0
209,204,213,0
215,217,218,0
178,180,180,0
203,204,208,0
245,243,249,0
244,243,245,0
230,229,231,0
206,207,211,0
205,204,213,0
193,192,201,0
194,193,202,0
202,202,208,0
209,211,219,0
176,174,126,0
176,174,126,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,174,124,0
175,174,123,0
175,175,121,0
175,175,121,0
175,175,121,0
175,175,121,0
175,174,123,0
177,174,123,0
177,174,123,0
176,172,123,0
176,172,123,0
176,172,123,0
176,172,123,0
176,173,122,0
176,173,122,0
176,173,122,0
176,173,122,0
175,174,124,0
175,174,124,0
175,174,124,0
174,173,123,0
174,173,123,0
173,172,122,0
173,171,123,0
173,171,123,0
174,172,124,0
174,172,124,0
174,172,124,0
173,171,123,0
173,171,123,0
173,171,123,0
173,171,123,0
173,172,122,0
172,171,120,0
172,172,118,0
172,172,118,0
173,173,119,0
173,172,121,0
173,172,121,0
173,172,121,0
173,172,121,0
174,173,123,0
174,173,123,0
174,173,123,0
174,173,123,0
174,173,123,0
174,173,123,0
174,173,123,0
174,173,123,0
175,171,123,0
175,171,123,0
175,171,123,0
175,171,123,0
175,171,122,0
174,170,121,0
174,170,121,0
174,170,121,0
174,170,121,0
174,170,121,0
174,170,121,0
174,170,121,0
174,170,121,0
174,170,121,0
174,170,121,0
255,255,255,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
201,199,164,0
201,199,164,0
201,199,164,0
201,199,164,0
201,199,164,0
201,199,164,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
201,200,162,0
201,200,162,0
201,200,162,0
226,211,88,0
225,210,87,0
224,209,86,0
223,208,85,0
222,207,84,0
224,209,86,0
226,211,88,0
228,213,90,0
229,214,91,0
229,214,91,0
229,214,91,0
230,215,92,0
232,217,91,0
227,212,85,0
229,213,83,0
230,214,84,0
231,215,85,0
199,199,159,0
198,198,158,0
198,198,158,0
198,198,158,0
198,198,158,0
57,56,42,0
57,56,42,0
57,56,42,0
56,54,43,0
56,54,43,0
57,55,45,0
57,55,45,0
57,55,45,0
57,55,45,0
57,54,46,0
57,54,46,0
57,54,46,0
57,54,46,0
56,55,45,0
55,54,44,0
54,54,42,0
54,54,40,0
55,55,41,0
58,59,43,0
184,183,139,0
184,183,139,0
184,183,139,0
184,183,139,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
182,182,136,0
182,182,136,0
182,182,136,0
185,184,140,0
185,184,140,0
185,184,140,0
185,184,140,0
185,184,140,0
185,184,140,0
185,184,140,0
185,184,140,0
239,201,166,0
237,199,164,0
237,199,164,0
238,200,165,0
237,199,164,0
185,184,140,0
184,183,139,0
184,183,139,0
188,185,140,0
185,183,135,0
179,177,129,0
172,170,122,0
165,163,115,0
158,157,107,0
153,152,102,0
151,150,99,0
152,151,100,0
154,154,100,0
156,156,102,0
157,158,102,0
158,159,103,0
158,159,103,0
157,158,102,0
156,155,105,0
126,122,87,0
74,69,44,0
42,38,14,0
29,27,9,0
9,7,0,0
4,1,0,0
13,11,10,0
0,0,0,0
0,0,1,0
0,1,2,0
2,2,2,0
5,6,2,0
10,10,4,0
16,15,5,0
21,19,8,0
23,21,10,0
10,7,2,0
6,4,3,0
4,2,1,0
2,0,0,0
3,1,0,0
6,4,3,0
6,7,5,0
8,9,7,0
11,14,12,0
12,15,13,0
12,15,13,0
9,12,10,0
5,8,6,0
1,4,2,0
0,2,0,0
0,2,0,0
1,2,0,0
2,0,0,0
2,1,0,0
4,3,0,0
8,8,2,0
14,14,8,0
20,21,12,0
24,25,16,0
35,36,27,0
23,24,15,0
9,9,3,0
3,2,0,0
2,0,0,0
3,1,0,0
5,3,3,0
7,5,4,0
9,10,6,0
11,13,7,0
15,14,10,0
13,12,8,0
8,6,5,0
3,1,0,0
2,0,0,0
4,2,1,0
10,9,5,0
6,6,0,0
7,5,0,0
13,13,1,0
25,26,10,0
37,39,20,0
46,48,28,0
51,53,34,0
56,55,45,0
8,6,0,0
4,2,0,0
11,9,1,0
6,4,0,0
9,7,0,0
14,12,4,0
15,13,5,0
16,15,5,0
11,11,0,0
8,8,0,0
18,19,3,0
38,40,20,0
57,60,38,0
63,67,42,0
61,64,38,0
60,62,32,0
59,60,28,0
60,59,25,0
61,61,25,0
63,61,26,0
64,63,25,0
67,65,25,0
68,66,26,0
64,62,22,0
64,62,22,0
62,62,22,0
61,61,21,0
60,59,21,0
60,59,21,0
58,58,22,0
58,59,20,0
55,58,19,0
55,59,18,0
55,59,18,0
54,58,17,0
54,57,18,0
53,56,17,0
53,55,19,0
52,54,18,0
52,54,18,0
52,54,18,0
51,52,18,0
51,52,18,0
50,51,17,0
49,50,16,0
48,49,17,0
48,49,15,0
47,48,14,0
47,49,13,0
47,49,13,0
46,48,12,0
45,46,12,0
45,46,12,0
44,45,11,0
44,45,11,0
44,45,11,0
43,44,10,0
43,44,12,0
42,43,11,0
42,43,11,0
41,42,10,0
41,42,10,0
40,41,9,0
39,38,10,0
39,38,10,0
38,37,9,0
37,36,8,0
37,36,8,0
36,35,7,0
35,34,6,0
35,35,5,0
38,36,5,0
35,34,0,0
34,34,0,0
43,44,5,0
58,59,19,0
70,73,28,0
73,76,31,0
70,73,27,0
71,72,28,0
72,73,29,0
73,74,30,0
73,74,30,0
72,73,29,0
69,70,26,0
66,67,23,0
64,65,21,0
61,62,20,0
59,60,18,0
58,59,17,0
56,57,15,0
54,55,13,0
53,54,12,0
53,54,12,0
53,54,12,0
53,54,12,0
53,54,12,0
54,55,13,0
54,55,13,0
54,54,14,0
54,54,14,0
53,52,14,0
53,52,14,0
55,53,18,0
54,52,18,0
52,49,18,0
47,44,13,0
40,36,7,0
37,33,4,0
36,32,3,0
37,35,5,0
37,35,5,0
37,37,7,0
40,40,10,0
0,0,255,0
0,0,255,0
0,0,255,0
0,0,255,0
39,40,8,0
42,43,11,0
39,40,8,0
39,40,6,0
41,42,8,0
40,41,7,0
39,40,6,0
46,47,13,0
58,59,19,0
92,90,42,0
94,92,38,0
95,93,39,0
94,92,38,0
93,91,37,0
92,90,36,0
93,91,37,0
94,92,38,0
93,91,37,0
93,91,37,0
93,91,37,0
92,90,36,0
92,90,36,0
92,90,36,0
91,89,35,0
91,89,35,0
90,87,36,0
90,87,36,0
89,86,35,0
89,86,35,0
88,85,34,0
88,85,34,0
87,84,33,0
87,84,33,0
83,80,29,0
84,81,30,0
86,83,32,0
86,83,32,0
82,79,28,0
95,92,41,0
140,137,86,0
181,177,128,0
183,179,131,0
185,180,135,0
182,179,134,0
176,173,128,0
180,177,132,0
186,183,138,0
181,178,133,0
176,173,128,0
182,180,132,0
182,180,132,0
180,180,132,0
180,180,132,0
180,180,132,0
180,180,132,0
113,122,225,0
110,120,228,0
110,120,228,0
111,121,229,0
109,119,227,0
107,117,225,0
108,118,226,0
109,119,227,0
107,117,225,0
109,119,227,0
108,118,226,0
108,118,226,0
108,118,226,0
109,119,227,0
110,120,228,0
109,119,227,0
109,119,227,0
113,120,229,0
177,174,129,0
177,174,129,0
177,174,129,0
178,175,130,0
178,175,130,0
178,175,130,0
178,175,130,0
178,175,130,0
36,54,41,0
30,61,46,0
10,38,25,0
13,17,12,0
13,7,2,0
9,14,5,0
19,27,17,0
26,34,27,0
15,30,22,0
12,30,17,0
8,25,12,0
16,24,14,0
27,27,21,0
15,26,16,0
20,39,30,0
31,68,58,0
56,102,89,0
29,51,39,0
6,12,1,0
18,38,25,0
33,79,57,0
36,97,69,0
51,113,83,0
61,99,71,0
21,46,18,0
9,36,10,0
42,74,49,0
54,71,50,0
22,33,17,0
12,19,6,0
22,23,13,0
23,39,22,0
20,38,15,0
18,36,19,0
26,39,25,0
39,56,42,0
41,68,52,0
21,70,48,0
21,81,57,0
43,112,91,0
46,124,101,0
19,57,35,0
6,22,4,0
14,36,18,0
15,34,17,0
13,50,30,0
30,91,63,0
38,103,71,0
36,99,73,0
35,106,89,0
33,106,90,0
50,83,68,0
30,45,31,0
178,176,128,0
235,238,242,0
233,238,241,0
228,232,237,0
219,223,228,0
196,201,204,0
180,184,189,0
186,189,194,0
197,194,203,0
191,190,199,0
195,194,203,0
201,203,211,0
179,182,187,0
181,183,191,0
202,202,208,0
181,179,185,0
160,158,164,0
160,161,165,0
153,158,161,0
156,155,164,0
199,195,206,0
241,242,246,0
253,255,255,0
253,254,255,0
244,241,250,0
249,250,254,0
227,228,232,0
180,180,186,0
160,162,170,0
185,187,195,0
221,220,229,0
209,208,217,0
170,171,181,0
176,174,126,0
176,174,126,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,174,124,0
175,175,121,0
175,176,120,0
175,176,120,0
175,176,120,0
175,175,121,0
175,175,121,0
177,174,123,0
177,174,123,0
176,172,123,0
176,172,123,0
176,172,123,0
176,172,123,0
176,173,122,0
176,173,122,0
176,173,122,0
176,173,122,0
175,174,124,0
175,174,124,0
175,174,124,0
174,173,123,0
174,173,123,0
173,172,122,0
173,171,123,0
173,171,123,0
172,170,122,0
172,170,122,0
172,170,122,0
172,170,122,0
172,170,122,0
172,170,122,0
171,169,121,0
171,170,120,0
172,171,120,0
172,172,118,0
172,172,118,0
173,173,119,0
173,172,121,0
173,172,121,0
173,172,121,0
173,172,121,0
174,173,123,0
174,173,123,0
174,173,123,0
174,173,123,0
174,173,122,0
174,173,122,0
174,173,122,0
174,173,122,0
175,171,122,0
175,171,123,0
175,171,123,0
175,171,123,0
175,171,122,0
174,170,121,0
174,170,121,0
174,170,121,0
174,170,121,0
174,170,121,0
174,170,121,0
174,170,121,0
174,170,121,0
174,170,121,0
174,170,121,0
255,255,255,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
201,199,164,0
201,199,164,0
201,199,164,0
201,199,164,0
201,199,164,0
201,199,164,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,201,163,0
202,201,163,0
202,201,163,0
225,210,87,0
224,209,86,0
223,208,85,0
222,207,84,0
221,206,83,0
219,204,81,0
221,206,83,0
224,209,86,0
225,210,87,0
225,210,87,0
225,210,87,0
226,211,88,0
227,213,87,0
227,212,85,0
227,213,83,0
228,214,84,0
230,216,86,0
199,199,159,0
199,199,159,0
199,199,159,0
199,199,159,0
199,199,159,0
55,54,40,0
55,54,40,0
54,53,39,0
53,51,40,0
53,51,40,0
57,55,45,0
57,55,45,0
57,55,45,0
57,55,45,0
57,54,46,0
57,54,46,0
57,54,46,0
57,54,46,0
58,57,47,0
56,55,45,0
54,54,42,0
53,53,39,0
54,54,40,0
57,58,42,0
184,183,139,0
184,183,139,0
184,183,139,0
184,183,139,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
182,182,136,0
182,182,136,0
182,182,136,0
184,183,139,0
184,183,139,0
184,183,139,0
184,183,139,0
185,184,140,0
185,184,140,0
185,184,140,0
185,184,140,0
239,201,166,0
238,200,165,0
239,201,166,0
239,201,166,0
237,199,164,0
184,183,139,0
184,183,139,0
184,183,139,0
188,185,140,0
190,187,142,0
191,188,143,0
189,187,139,0
182,180,132,0
172,171,121,0
161,160,110,0
154,153,102,0
153,152,101,0
154,153,102,0
156,155,104,0
157,157,103,0
158,158,104,0
159,159,105,0
159,159,105,0
159,158,108,0
162,159,121,0
131,128,97,0
63,59,34,0
24,21,0,0
11,8,0,0
6,4,0,0
4,2,1,0
3,3,3,0
0,0,1,0
0,1,2,0
2,2,2,0
4,5,3,0
10,10,4,0
15,14,4,0
19,19,7,0
21,21,9,0
12,12,6,0
8,7,3,0
4,2,1,0
2,0,0,0
4,2,1,0
8,6,5,0
